year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size,hard_target_size,hard_used_size,confident_target_size,confident_used_size,uncertain_target_size,uncertain_used_size,positive_rate_target_size,positive_rate_used_size,positive_rate_target_percent,positive_rate_achieved_percent,misclass_target_size,misclass_used_size,random_target_size,random_used_size,uncertain_threshold_mean,wmean_hard,wmean_confident,wmean_uncertain,wmean_positive_rate,wmean_misclass,wmean_random,artifact_suffix
2017,0.8111441304113495,0.07343875299596526,0.7943661971830986,0.1344478685705502,0.8156889130212391,0.06751993682729916,0.686673916680609,0.12295029788317588,0.8293018208671464,0.18669435135537543,0,2230210,0,0,0,836329,0,0,0,0,0,10.0,,557552,0,0,0,,,,,,,,"_combined_HE=0_CC=0.15_UP=0_PR=(0,10)_MC=0.1_RWS=1_RR=0.4"
2018,0.8854792812008101,0.1277227245396894,0.7848428867704212,0.2196932923869482,0.8808538980902338,0.12711136904977813,0.7468475828508507,0.21724777467233566,0.901664527862849,0.43272268245053314,5575527,2234704,2234704,0,0,838014,838014,0,0,0,0,10.0,,558676,558676,838014,838014,,,1.0,,,1.0,1.0000000000000002,"_combined_HE=0_CC=0.15_UP=0_PR=(0,10)_MC=0.1_RWS=1_RR=0.4"
2019,0.8882993738164975,0.12891843325135355,0.7843336544495214,0.22143955045862404,0.8922090607241219,0.11748455742487078,0.7520113582584004,0.20322055574933148,0.905265803801862,0.43033364917991485,11162289,2234680,2234680,0,0,838005,838005,0,0,0,0,10.0,,558670,558670,838005,838005,,,1.0000000000000002,,,1.0000000000000004,1.0,"_combined_HE=0_CC=0.15_UP=0_PR=(0,10)_MC=0.1_RWS=1_RR=0.4"
2020,0.9027850884218548,0.13159758229882976,0.7534611135129942,0.22406120941740484,0.9029439104605788,0.11595284398414063,0.7150227758668773,0.19954598521208977,0.9022432668699969,0.4589405047204149,16748990,2234945,2234945,0,0,838104,838104,0,0,0,0,10.0,,558736,558736,838105,838105,,,1.0000000000000002,,,0.9999999999999998,1.000000000000001,"_combined_HE=0_CC=0.15_UP=0_PR=(0,10)_MC=0.1_RWS=1_RR=0.4"
2021,0.908760261407585,0.11829132161211404,0.773817643046965,0.20521240186792025,0.9022687540451675,0.11060502146946564,0.749229914659395,0.1927546493273659,0.9007924152887085,0.4251718593707178,22336353,2234732,2234732,0,0,838024,838024,0,0,0,0,10.0,,558683,558683,838025,838025,,,0.9999999999999999,,,1.0,1.0000000000000002,"_combined_HE=0_CC=0.15_UP=0_PR=(0,10)_MC=0.1_RWS=1_RR=0.4"
2022,0.8658275329052545,0.16161372908897487,0.8066164887099597,0.26927541877678224,0.8637060494501393,0.1404035570233331,0.7277708117538025,0.23539421190680862,0.8848738414171315,0.3488714385705963,27923184,2236846,2236846,0,0,838817,838817,0,0,0,0,10.0,,559211,559211,838818,838818,,,1.0000000000000002,,,1.0000000000000009,1.0,"_combined_HE=0_CC=0.15_UP=0_PR=(0,10)_MC=0.1_RWS=1_RR=0.4"
