year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size,hard_target_size,hard_used_size,confident_target_size,confident_used_size,uncertain_target_size,uncertain_used_size,positive_rate_target_size,positive_rate_used_size,positive_rate_target_percent,positive_rate_achieved_percent,random_target_size,random_used_size,uncertain_threshold_mean,wmean_hard,wmean_confident,wmean_uncertain,wmean_positive_rate,wmean_random,artifact_suffix
2017,0.836777357537635,0.08130918884821925,0.7612530354541039,0.14692533093866408,0.8448259988590089,0.07496504868656644,0.6392002676928225,0.13419212075710277,0.8318876252598209,0.18128770841345776,0,2787824,0,0,0,1115129,0,1115129,0,557564,0,10.0,,0,0,,,,,,,"_combined_HE=0_CC=0.2_UP=0.2_PR=(0.1,10)_RR=0.5"
2018,0.8821434139393038,0.12583101406426783,0.796624200491469,0.21733311144922024,0.8785301005106526,0.12605017140218233,0.7562249138635314,0.21608290113369938,0.9041347762776442,0.43169878235519404,5575648,2793403,2793403,0,0,1117361,1117361,1117361,1080151,558680,558680,10.0,3.863392281807117,37211,37211,0.8718063831329346,,1.0,0.9999999999999993,0.9999999999999993,1.0,"_combined_HE=0_CC=0.2_UP=0.2_PR=(0.1,10)_RR=0.5"
2019,0.8937932125730588,0.13371349766439972,0.7746559785058376,0.22806129684005658,0.9030985317363575,0.12798987869316067,0.7399216968549671,0.21823072969869237,0.9070485707894619,0.43584130395759385,11162455,2793385,2793385,0,0,1117354,1117354,1117354,1100438,558677,558677,10.0,10.000053698290785,16916,16916,0.8615583181381226,,1.0,1.0,1.0000000000000004,1.0,"_combined_HE=0_CC=0.2_UP=0.2_PR=(0.1,10)_RR=0.5"
2020,0.8983549033252007,0.12743532571678254,0.7621559302493155,0.21836003572858934,0.9049408278672475,0.11794650958920964,0.7129311146230362,0.20240703106442504,0.9024768634179585,0.46112974633545745,16749226,2793696,2793696,0,0,1117478,1117478,1117478,1103585,558739,558739,10.0,10.000017897444065,13894,13894,0.8063984711964926,,1.0,0.9999999999999998,0.9999999999999998,1.0,"_combined_HE=0_CC=0.2_UP=0.2_PR=(0.1,10)_RR=0.5"
2021,0.9290876530713612,0.14509450534408613,0.7478657604477787,0.24303704595349052,0.9239296687188738,0.13500716407146993,0.7184769984345806,0.22730250019969647,0.9041323468428308,0.4319817285398463,22336618,2793427,2793427,0,0,1117371,1117371,1117371,1104954,558685,558685,10.0,9.999910504130234,12417,12417,0.7914551496505737,,0.9999999999999998,1.0,1.0000000000000007,1.0000000000000002,"_combined_HE=0_CC=0.2_UP=0.2_PR=(0.1,10)_RR=0.5"
2022,0.7994381339322757,0.11766078746342264,0.8530369333099947,0.2067976367115948,0.8016303515062364,0.10571289687108246,0.7884206509295099,0.18642904332973462,0.8791903461103536,0.3300908126419545,27923473,2796040,2796040,0,0,1118416,1118416,1118416,1108249,559208,559208,10.0,10.000035764867455,10167,10167,0.7856265783309937,,1.0,1.0000000000000002,0.9999999999999996,1.0,"_combined_HE=0_CC=0.2_UP=0.2_PR=(0.1,10)_RR=0.5"
