source_id,source_label,source_section,evaluation_scope,row_uid,model_year,eval_year,year,years_included,scaler_year_used,threshold_used,threshold_source,threshold_reason,n_val_threshold_samples,n_test_samples,accuracy,precision,recall,f1_score,roc_auc,pr_auc
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2021:2017,2021,2017.0,2017,,2017.0,0.8079818487167358,computed_pr_f1_eval_year,max F1 on eval-year 2017 validation PR curve,1305399,1135470,0.963709300994302,0.1100920226704857,0.2313800832532821,0.1491957962546198,0.8001285257710556,0.08888181846999064
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2021:2018,2021,2018.0,2018,,2018.0,0.9728172421455383,computed_pr_f1_eval_year,max F1 on eval-year 2018 validation PR curve,1307403,1138784,0.9780502711664372,0.5993476182441932,0.37354972133618425,0.4602461671345282,0.8802360149863552,0.4312705802337048
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2021:2019,2021,2019.0,2019,,2019.0,0.9692052602767944,computed_pr_f1_eval_year,max F1 on eval-year 2019 validation PR curve,1307185,1138747,0.9819801940202696,0.5408714647045297,0.4288123233980494,0.4783669734099344,0.8810684516759085,0.4318024134729537
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2021:2020,2021,2020.0,2020,,2020.0,0.9505780339241028,computed_pr_f1_eval_year,max F1 on eval-year 2020 validation PR curve,1307359,1138965,0.9860118616463193,0.6825551457796952,0.46314745738703433,0.5518424753867792,0.9092831737704611,0.5222885592703197
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2021:2021,2021,2021.0,2021,,2021.0,0.9426731467247009,computed_pr_f1_eval_year,max F1 on eval-year 2021 validation PR curve,1307470,1138849,0.9859990218193984,0.5431058176820889,0.35106004974535115,0.42645947987482463,0.9085744667540137,0.3934946027910423
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2022:2017,2022,2017.0,2017,,2017.0,0.8849590420722961,computed_pr_f1_eval_year,max F1 on eval-year 2017 validation PR curve,1305399,1135470,0.9724263961179072,0.1254057666603017,0.16823567082933077,0.1436971802095014,0.7502261727702719,0.07264188995310984
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2022:2018,2022,2018.0,2018,,2018.0,0.9885396361351013,computed_pr_f1_eval_year,max F1 on eval-year 2018 validation PR curve,1307403,1138784,0.9757750372326973,0.529269202087994,0.2985383294191875,0.3817485040675915,0.7969194186603165,0.32696504926495995
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2022:2019,2022,2019.0,2019,,2019.0,0.9901651740074158,computed_pr_f1_eval_year,max F1 on eval-year 2019 validation PR curve,1307185,1138747,0.9793817239474616,0.4523765259961579,0.3326952875763376,0.38341342997452665,0.805885844246287,0.30740712440663853
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2022:2020,2022,2020.0,2020,,2020.0,0.9791050553321838,computed_pr_f1_eval_year,max F1 on eval-year 2020 validation PR curve,1307359,1138965,0.9836790419371974,0.5948717948717949,0.38339864960574155,0.466278101582015,0.8570015349063015,0.422689789445195
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2022:2021,2022,2021.0,2021,,2021.0,0.974843442440033,computed_pr_f1_eval_year,max F1 on eval-year 2021 validation PR curve,1307470,1138849,0.9844061855434741,0.4599504541701073,0.2968731493544948,0.3608421810329314,0.8335578942859725,0.28970736553700643
standalone_prior_years,Standalone prior-years,15,year_model_on_all_prior_years_local,standalone_prior_years:2022:2022,2022,2022.0,2022,,2022.0,0.9248532056808472,computed_pr_f1_eval_year,max F1 on eval-year 2022 validation PR curve,1308587,1139600,0.9681686556686556,0.5409605813562944,0.454771805534165,0.4941360219777155,0.9058359843487709,0.4653279679026866
