year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size,hard_target_size,hard_used_size,confident_target_size,confident_used_size,uncertain_target_size,uncertain_used_size,positive_rate_target_size,positive_rate_used_size,positive_rate_target_percent,positive_rate_achieved_percent,misclass_target_size,misclass_used_size,random_target_size,random_used_size,uncertain_threshold_mean,wmean_hard,wmean_confident,wmean_uncertain,wmean_positive_rate,wmean_misclass,wmean_random,artifact_suffix
2017,0.8111441304113495,0.07343875299596526,0.7943661971830986,0.1344478685705502,0.8156889130212391,0.06751993682729916,0.686673916680609,0.12295029788317588,0.8293018208671464,0.18669435135537543,0,2787763,0,0,0,1115105,0,557552,0,1115105,0,10.0,,0,0,0,0,,,,,,,,"_combined_HE=0_CC=0.2_UP=0.1_PR=(0.2,10)_MC=0_RWS=1_RR=0.5"
2018,0.884413905586098,0.12731300165921283,0.7903239861273288,0.21929917886123818,0.8773026734839274,0.12510114335971856,0.7578588427521046,0.21475267107190127,0.9021556580517683,0.43125235026521913,5575527,2793381,2793381,0,0,1117352,1117352,558676,525133,1117352,1117352,10.0,3.4347278207762635,0,0,33544,33544,0.9050118327140808,,0.9999999999999996,1.0,0.9999999999999912,,1.0,"_combined_HE=0_CC=0.2_UP=0.1_PR=(0.2,10)_MC=0_RWS=1_RR=0.5"
2019,0.9003433332122124,0.14034612646766476,0.7649606264417086,0.23717764277434789,0.9061573476234591,0.13127537588935537,0.7358774684851354,0.2228040694569281,0.9045727373300151,0.43988299873028014,11162289,2793350,2793350,0,0,1117340,1117340,558670,539527,1117340,1117340,10.0,10.0,0,0,19143,19143,0.8652400970458984,,1.0000000000000004,0.9999999999999998,1.0,,0.9999999999999997,"_combined_HE=0_CC=0.2_UP=0.1_PR=(0.2,10)_MC=0_RWS=1_RR=0.5"
2020,0.9002090968494441,0.13202366172496896,0.7815823605706874,0.22589029114082218,0.9030909722910345,0.11826036044827094,0.7323138421492982,0.20363584663008846,0.9045524534725653,0.4620039221529735,16748990,2793681,2793681,0,0,1117472,1117472,558736,545452,1117472,1117472,10.0,9.999982102459839,0,0,13285,13285,0.8082799116770426,,0.9999999999999998,0.9999999999999998,1.0000000000000004,,1.0,"_combined_HE=0_CC=0.2_UP=0.1_PR=(0.2,10)_MC=0_RWS=1_RR=0.5"
2021,0.8984823417783713,0.10866756060896302,0.7871287128712872,0.19097055802807258,0.890053233027598,0.10097691709172646,0.7667525122456194,0.17845264258934973,0.9055801308441732,0.43386331678987416,22336353,2793415,2793415,0,0,1117366,1117366,558683,548395,1117366,1117366,10.0,10.000035798476059,0,0,10288,10288,0.7895885556936264,,1.0,0.9999999999999998,1.0000000000000004,,1.0000000000000004,"_combined_HE=0_CC=0.2_UP=0.1_PR=(0.2,10)_MC=0_RWS=1_RR=0.5"
2022,0.8617900630101378,0.15710389678502124,0.8039733940136531,0.26284535972348333,0.8641492383672732,0.13882097112095257,0.7134601755438041,0.2324191607727178,0.8830887728751776,0.3416678502507806,27923184,2796058,2796058,0,0,1118423,1118423,559211,551912,1118423,1118423,10.0,9.999973176517294,0,0,7300,7300,0.8206286072731018,,1.0000000000000002,1.0,0.9999999999999971,,1.0,"_combined_HE=0_CC=0.2_UP=0.1_PR=(0.2,10)_MC=0_RWS=1_RR=0.5"
