year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size,hard_target_size,hard_used_size,confident_target_size,confident_used_size,uncertain_target_size,uncertain_used_size,positive_rate_target_size,positive_rate_used_size,positive_rate_target_percent,positive_rate_achieved_percent,misclass_target_size,misclass_used_size,random_target_size,random_used_size,uncertain_threshold_mean,wmean_hard,wmean_confident,wmean_uncertain,wmean_positive_rate,wmean_misclass,wmean_random,artifact_suffix,run_key,replay_ratio
2017,0.8111441304113495,0.07343875299596526,0.7943661971830986,0.1344478685705502,0.8156889130212391,0.06751993682729916,0.686673916680609,0.12295029788317588,0.8293018208671464,0.18669435135537543,0,2787763,0,0,0,557552,0,1115105,0,557552,0,10.0,,0,0,0,0,,,,,,,,"_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5","RR_0.5_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5",0.5
2018,0.9057854979324339,0.14886400087358298,0.7602781505428815,0.24897766997217663,0.8970970547483081,0.14305474462701923,0.7310410968635669,0.23928473849123072,0.9028559330622814,0.44340372779322973,5575527,2793381,2793381,0,0,558676,558676,1117352,1069668,558676,558676,10.0,3.825831072034596,0,0,606361,606361,0.9050118327140808,,1.0000000000000002,1.0,0.9999999999999952,,0.9999999999999997,"_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5","RR_0.5_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5",0.5
2019,0.8868174616826638,0.12680998987900816,0.7795787780497936,0.2181368093964495,0.890816276776291,0.11636242947228675,0.7542055672675644,0.20161823650175684,0.9045386189494329,0.432986169082389,11162289,2793350,2793350,0,0,558670,558670,1117340,1095261,558670,558670,10.0,10.0,0,0,580749,580749,0.8601481020450592,,1.0000000000000002,1.0000000000000002,1.0000000000000007,,1.0,"_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5","RR_0.5_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5",0.5
2020,0.8842992660401696,0.11514931335582175,0.7795647787865687,0.2006592939174819,0.8857903668996063,0.10329900080807562,0.7486752812122339,0.18154869251577999,0.9034951799491278,0.4548364465309635,16748990,2793681,2793681,0,0,558736,558736,1117472,1102864,558736,558736,10.0,10.00007159016065,0,0,573345,573345,0.8131349881490072,,1.0,0.9999999999999998,0.9999999999999998,,0.9999999999999996,"_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5","RR_0.5_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5",0.5
2021,0.909639471822219,0.12027064921437552,0.7817196208932057,0.2084677172786526,0.9020170984264446,0.10909755588050972,0.7384234711912336,0.1901078400145607,0.8989870698654745,0.4225332770457426,22336353,2793415,2793415,0,0,558683,558683,1117366,1106054,558683,558683,10.0,9.999946302285911,0,0,569995,569995,0.8154995739459991,,1.0,1.0,1.0000000000000047,,1.0,"_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5","RR_0.5_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5",0.5
2022,0.8490156498899523,0.14679712874259668,0.8159227492852559,0.2488265166316134,0.8461710127731132,0.12795853836510937,0.7456795507823147,0.21843384942149685,0.8840051258210405,0.337843284819721,27923184,2796058,2796058,0,0,559211,559211,1118423,1109464,559211,559211,10.0,9.999982117662206,0,0,568172,568172,0.7985861539840698,,1.0,1.0,0.9999999999999998,,1.0,"_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5","RR_0.5_combined_HE=0_CC=0.1_UP=0.2_PR=(0.1,10)_MC=0_RWS=1_RR=0.5",0.5
