year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size,hard_target_size,hard_used_size,confident_target_size,confident_used_size,uncertain_target_size,uncertain_used_size,positive_rate_target_size,positive_rate_used_size,positive_rate_target_percent,positive_rate_achieved_percent,random_target_size,random_used_size,uncertain_threshold_mean,wmean_hard,wmean_confident,wmean_uncertain,wmean_positive_rate,wmean_random,artifact_suffix,run_key,replay_ratio
2017,0.836777357537635,0.08130918884821925,0.7612530354541039,0.14692533093866408,0.8448259988590089,0.07496504868656644,0.6392002676928225,0.13419212075710277,0.8318876252598209,0.18128770841345776,0,2787824,0,557564,0,557564,0,557564,0,1115129,0,10.0,,0,0,,,,,,,"_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5","RR_0.5_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5",0.5
2018,0.8956862121780831,0.138841602785413,0.7839279178793636,0.23590247867786365,0.8902285591166512,0.1362366335470225,0.7412709125137641,0.23017067857832188,0.901274724510968,0.4365792008809476,5575648,2793403,2793403,558680,558680,558680,558680,558680,232297,1117361,1117361,10.0,2.062985910551738,326385,326385,0.8718063831329346,0.9999999999999998,1.0,1.0,1.0,0.9999999999999998,"_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5","RR_0.5_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5",0.5
2019,0.8828609585035793,0.12362461617195497,0.7856593634829028,0.21363367094478736,0.8902183914373569,0.11628873323044046,0.7585509615798305,0.20166192946236067,0.9065765417018055,0.43020363297782793,11162455,2793385,2793385,558677,558677,558677,558677,558677,462127,1117354,1117354,10.0,9.999964201139477,96550,96550,0.8884230554103851,0.9999999999999998,1.0,1.0,0.9999999999999981,1.0,"_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5","RR_0.5_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5",0.5
2020,0.8775256864025291,0.11083298791505528,0.7938031416630639,0.19450820308913577,0.8797801874603363,0.0996824545471168,0.7602026587338477,0.1762534687609451,0.9040217008039352,0.4618038076058472,16749226,2793696,2793696,558739,558739,558739,558739,558739,426638,1117478,1117478,10.0,10.000017897444065,132102,132102,0.8517021934191386,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999993,"_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5","RR_0.5_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5",0.5
2021,0.928067580060696,0.1438418683705266,0.7523341407774982,0.2415086932560264,0.9227815441332013,0.13235032032341879,0.7125183053072767,0.22323476830097932,0.9012436101697083,0.4320213435931998,22336618,2793427,2793427,558685,558685,558685,558685,558685,461687,1117371,1117371,10.0,9.999991050421032,96999,96999,0.8222381919622421,1.0000000000000004,1.0,1.0000000000000002,0.9999999999999988,1.0,"_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5","RR_0.5_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5",0.5
2022,0.8412951889100299,0.14252267866877263,0.8329015695198086,0.2433963743998254,0.8398219720275434,0.12495737081112128,0.759063402932999,0.21458900045465404,0.8858928516997553,0.347215649497693,27923473,2796040,2796040,559208,559208,559208,559208,559208,434429,1118416,1118416,10.0,10.000035764867455,124779,124779,0.8207534790039063,0.9999999999999993,1.0,1.0,0.9999999999999996,1.0000000000000002,"_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5","RR_0.5_combined_HE=0.1_CC=0.1_UP=0.1_PR=(0.2,10)_RR=0.5",0.5
