year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
2017,0.7767554814785917,0.0557149323409961,0.6963706938379427,0.10317507672245414,0.7852511136233917,0.05712082335297421,0.6720886472924943,0.10529280939138752,0.8015254940558296,0.07997180651141864
2018,0.8538894076141552,0.10131416287166062,0.7769393641029215,0.17925339064059562,0.8583591519897988,0.10835961169850986,0.7469896636237701,0.18926422744106305,0.8809059123955891,0.3584638393713563
2019,0.7951197436507225,0.06830091229667466,0.7212222428403539,0.12478452806390582,0.8146255668702472,0.06834753008940504,0.7238234534973759,0.12490117990268308,0.8444185798955912,0.11638717535808246
2020,0.795920236842609,0.06255433507374378,0.7120088385051397,0.11500479490529675,0.8160290393567565,0.0630672868523111,0.7127585405531025,0.11588102830716218,0.8484350245898999,0.1460141179959021
2021,0.8401213408040752,0.06270845210753667,0.6815520282186949,0.11484977061152758,0.8512562458475679,0.06915813679005312,0.6864616472251679,0.12565687004025566,0.8559864839913409,0.13759719807944804
2022,0.721159277652677,0.085073512310644,0.8302234669467297,0.1543324799196515,0.7256353318529485,0.07876304224744547,0.7963255737883661,0.14334782480691666,0.8302940492667332,0.1613732501304851
