year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
2017,0.7967972410347408,0.05871999890586507,0.6666181465308103,0.10793260241774057,0.8066438464937177,0.05946102532966662,0.6265523729876646,0.10861434080431442,0.7962407730675687,0.08153443373109374
2018,0.8767000579405585,0.11543411675999127,0.7510172784859759,0.20011051211686423,0.8811230702830868,0.12386296948356808,0.7197101552232444,0.21135200821959246,0.8806990257603096,0.357249327638868
2019,0.8515008017625355,0.0935028841409117,0.7283531709213654,0.1657300490392213,0.8622764754350984,0.09200137499865722,0.7368579540566119,0.16357889107473692,0.8747837188038157,0.3404490671939754
2020,0.8640989036528861,0.09115608580452973,0.7020270919396676,0.16136005811912213,0.8724394207538314,0.0903231816302886,0.7210783174529398,0.16053726277447794,0.8837425516897481,0.3936602936345738
2021,0.8943101054529818,0.09714497885346583,0.716766607877719,0.17110034578767738,0.8903034567891528,0.09615566260508171,0.719688936019795,0.16964546098404365,0.8822058271367628,0.37051339899504027
2022,0.7612297020641842,0.09724219644298154,0.8198086236069783,0.17386166497969446,0.7550630892269782,0.08487014692430998,0.7663413836340839,0.15281631765617143,0.8414134201344359,0.2780092827392506
