year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size
2017,0.804904002796507,0.0713511574845853,0.7961534725594949,0.130965230236536,0.8161799538862264,0.06963503589709909,0.7095532876024762,0.12682368860762333,0.8387107084473112,0.18118613033047237,0,1115105,0
2018,0.8799057486250533,0.1252752257727208,0.8101308841213685,0.21699522451323178,0.8738316581136361,0.12239398990706277,0.7615529428480091,0.21089388909381532,0.9022187264675348,0.4305536227663183,5575527,1117352,1117352
2019,0.901774410336261,0.1424502593735636,0.766922675811113,0.2402717957876637,0.9120595743476093,0.13793103448275862,0.725895968678742,0.2318139662693642,0.9061444288005884,0.431869184300933,11162289,1117340,1117340
2020,0.8895153223443689,0.12141186884520341,0.7906614785992218,0.2104999296594237,0.8902674952460494,0.10596499662787048,0.7376127173003626,0.18530866287929657,0.9014138324614114,0.45915219868757723,16748990,1117472,1117472
2021,0.9200972787614302,0.13204000545788164,0.7623997554149714,0.22509569066527796,0.914312834672482,0.1232749368286726,0.7366055648134121,0.21120377609822488,0.9041858083476093,0.4367721679028066,22336353,1117366,1117366
2022,0.8338196131839898,0.1380833137550402,0.8435964758737382,0.23732096370196015,0.8347934731788197,0.12220224386463671,0.7651147576732269,0.21074484099722576,0.8841408878259509,0.34395362809127583,27923184,1118423,1118423
