year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
2017,0.7781070320147848,0.05814930894203136,0.6946700321919813,0.10731547426465914,0.7918921233662355,0.06345519530794277,0.7127427232656951,0.11653530015192635,0.822220191162238,0.12285151843349398
2018,0.8496152638687262,0.09516695919549491,0.7743707418203082,0.16950273393070292,0.8535660677021801,0.11686577519269334,0.8130454906109494,0.20435754468477602,0.9098015554884047,0.4407027261911937
2019,0.8542536580038351,0.09435464119519961,0.7263665089645781,0.16701421991189075,0.8707589901951562,0.10415256024597898,0.7121281117182756,0.18172662567181525,0.8687321759854539,0.3599617189327208
2020,0.8370442897268965,0.08115567195606266,0.7399449087085187,0.1462688681284417,0.8548467507363489,0.10411262522495134,0.7485808976483447,0.1828012535730275,0.8766983645976032,0.4093872139270226
2021,0.9018035269861816,0.10379295077348288,0.7133405564904678,0.18121817452439307,0.8970671226235465,0.11256257713802333,0.7103351710860243,0.19433072374248844,0.8881573123026447,0.3767299146451177
2022,0.7645225345393211,0.09527016293349358,0.8110007055503292,0.17051010253969628,0.7568062001049959,0.09570728311628042,0.8359384896004864,0.17175068901710636,0.8742421674641127,0.31077840593824824
