year,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,replay_pool_size,replay_target_size,replay_used_size
2017,0.7790943174359278,0.059409951184117585,0.7075392248402629,0.1096157923436433,0.7856540414080293,0.06320697427874471,0.7315939957112223,0.11636081136133243,0.8278143317911485,0.12151985761888702,0,2842088,0
2018,0.8574016163606681,0.09854981243812067,0.7602246952083924,0.1744811949039664,0.860925055243104,0.12064486743779812,0.7970372329872363,0.2095681092007738,0.9060705945857073,0.40538207276044896,5684177,2846827,2846827
2019,0.8427548148979532,0.08947965668720612,0.742698021962674,0.15971676658115977,0.8570516032543213,0.09618084030569378,0.7259712148255041,0.16985792602201746,0.8734427863269151,0.35475221858162526,11377832,2846659,2846659
2020,0.8382737496667616,0.08169236876911716,0.7391976026727964,0.14712520618255942,0.8523259487256369,0.10248884941399085,0.7485808976483447,0.18029355445447867,0.8793792103812135,0.4000020146275945,17071151,2847061,2847061
2021,0.8885576497992338,0.09459501467708199,0.7366085322697774,0.1676592819587142,0.8803896074097303,0.10083219743166655,0.7380858605750296,0.17742571757688605,0.8881648304327058,0.36602294911847777,22765273,2846718,2846718
2022,0.7869077751973826,0.10323551782646391,0.7988182031984948,0.18284146261865558,0.7728985539364215,0.10067280486179764,0.8229675981050338,0.1793998100245201,0.8745614198712315,0.30964212954248405,28458710,2849477,2849477
